Nome,Matrícula,Ranking,Curso
Luisa,807390,71,Engenharia
Jose,975665,81,Quimica
Pedro,386180,91,Medicina
Jose,369721,61,Fisica
Lara,215094,23,Direito
Zeca,441512,93,Fisica
Julia,525803,35,Medicina
Marcia,396806,43,Administracao
Lucas,305382,50,Quimica
Clara,963497,76,Matematica
Luis,675574,39,Matematica
Ana,169451,47,Letras
Tiago,432621,80,Matematica
Maria,880172,94,Fisica
Amanda,998567,55,Quimica
Celia,666591,24,Administracao
Flora,678698,86,Computacao
Lucia,598754,10,Fisica
Luisa,386221,17,Medicina
Clara,318418,76,Medicina
Jose,431834,52,Fisica
Lucia,857289,91,Quimica
Marcia,830548,25,Medicina
Joao,497606,79,Medicina
Pedro,618776,98,Engenharia
Rodrigo,589845,62,Fisica
Maria,292431,29,Medicina
Maria,980471,60,Fisica
Marcia,147988,11,Matematica
Luisa,825623,10,Matematica
Lucia,240665,23,Computacao
Pedro,594406,11,Engenharia
Jose,720777,50,Fisica
Zeca,510525,70,Quimica
Marcos,493029,86,Medicina
Clara,540040,64,Administracao
Flora,880402,41,Computacao
Flora,768828,43,Administracao
Jose,729008,82,Medicina
Luisa,899762,85,Computacao
Zeca,279462,64,Fisica
Julia,228989,21,Odontologia
Jose,484575,40,Direito
Rodrigo,680319,10,Engenharia
Lucia,223263,74,Quimica
Celia,176408,68,Matematica
Marcia,226477,27,Direito
Jose,558201,45,Fisica
Ana,689672,50,Matematica
Lara,309458,91,Quimica
Tiago,318279,47,Quimica
Amanda,599972,20,Fisica
Luisa,939851,57,Fisica
Flora,143207,91,Medicina
Zeca,192073,43,Medicina
Marcia,174687,70,Letras
Pedro,340959,60,Medicina
Flora,723530,29,Quimica
Marcos,173418,82,Fisica
Amanda,222262,75,Computacao
Celia,955882,84,Quimica
Julia,775168,73,Fisica
Tiago,703674,82,Quimica
Zeca,753613,94,Medicina
Luis,992793,87,Engenharia
Clara,924101,99,Quimica
Marcia,159508,46,Engenharia
Flora,891481,44,Quimica
Rodrigo,513573,26,Matematica
Luisa,819474,88,Odontologia
Marcia,933174,82,Direito
Luis,349440,97,Odontologia
Joao,847016,58,Quimica
Zeca,874136,11,Odontologia
Maria,945742,54,Direito
Amanda,418314,96,Direito
Pedro,135748,51,Administracao
Pedro,956404,72,Direito
Jose,622686,58,Letras
Pedro,540460,81,Direito
Joao,886455,100,Administracao
Luis,807782,47,Letras
Marcos,559892,68,Administracao
Julia,421705,81,Odontologia
Celia,928168,56,Quimica
Flora,142674,98,Administracao
Lucas,836115,45,Fisica
Luisa,870182,74,Letras
Joao,271484,45,Computacao
Marcia,971639,43,Matematica
Luisa,825024,56,Quimica
Zeca,800194,32,Quimica
Lara,945626,83,Computacao
Lara,495175,98,Engenharia
Julia,820271,43,Medicina
Amanda,378703,57,Quimica
Julia,915683,33,Medicina
Jose,460173,68,Administracao
Zeca,377173,18,Letras
Lucas,848825,89,Fisica
Marcos,226909,17,Quimica
Luis,687092,49,Quimica
Lucia,866133,91,Matematica
Lucia,386447,45,Quimica
Pedro,755551,52,Fisica
Amanda,210968,49,Letras
Flora,749300,81,Computacao
Julia,799768,88,Quimica
Zeca,134319,28,Fisica
Tiago,923362,49,Matematica
Julia,378434,43,Matematica
Joao,834021,57,Letras
Clara,200358,80,Matematica
Lucas,482823,94,Fisica
Tiago,977375,98,Matematica
Lara,502343,94,Matematica
Luis,482183,81,Administracao
Jose,156284,59,Administracao
Marcia,295870,16,Computacao
Joao,968287,81,Computacao
Lucia,393386,38,Engenharia
Tiago,370450,75,Administracao
Luis,462754,20,Direito
Flora,681943,57,Quimica
Zeca,656166,66,Medicina
Flora,474891,57,Fisica
Maria,263666,42,Administracao
Celia,752194,77,Administracao
Jose,171841,23,Engenharia
Jose,298695,57,Fisica
Tiago,872317,67,Odontologia
Rodrigo,144388,96,Letras
Lucia,939382,71,Direito
Maria,777951,52,Fisica
Celia,625402,74,Letras
Flora,588488,22,Fisica
Maria,791285,71,Matematica
Jose,288373,55,Matematica
Lara,416245,74,Computacao
Pedro,847145,53,Fisica
Zeca,571642,49,Fisica
Tiago,682050,92,Medicina
Luisa,357529,99,Computacao
Rodrigo,500968,50,Odontologia
Lucas,453513,85,Computacao
Marcia,313745,35,Fisica
Rodrigo,250226,93,Quimica
Luisa,931259,81,Odontologia
Marcos,281871,65,Computacao
Ana,778726,75,Quimica
Luis,445611,96,Computacao
Luisa,223808,47,Direito
Maria,274869,29,Matematica
Luis,599566,75,Engenharia
Lucas,911826,51,Engenharia
Joao,242327,40,Computacao
Zeca,213150,16,Direito
Luis,508531,16,Quimica
Zeca,494032,86,Computacao
Lucia,100164,49,Odontologia
Ana,309126,85,Engenharia
Pedro,475887,25,Odontologia
Julia,928397,10,Computacao
Lucas,519182,49,Medicina
Marcos,590680,91,Administracao
Amanda,880014,72,Engenharia
Ana,133675,34,Fisica
Luisa,952280,16,Fisica
Luis,137903,84,Engenharia
Ana,128752,86,Administracao
Pedro,816270,25,Fisica
Celia,662303,95,Fisica
Celia,737396,87,Computacao
Marcia,776542,96,Engenharia
Lucas,275864,34,Letras
Celia,940782,79,Engenharia
Luis,637904,25,Letras
Luis,661060,68,Direito
Rodrigo,414833,79,Fisica
Zeca,255141,22,Letras
Pedro,718462,82,Odontologia
Rodrigo,952684,43,Computacao
Celia,841724,15,Letras
Flora,159482,34,Direito
Ana,873299,78,Administracao
Lara,444846,13,Medicina
Zeca,652184,72,Fisica
Jose,934552,21,Medicina
Luis,714269,28,Direito
Rodrigo,180554,94,Fisica
Lucas,614646,37,Quimica
Jose,536584,64,Direito
Ana,162887,46,Administracao
Luis,664432,78,Quimica
Jose,972397,42,Quimica
Amanda,774595,98,Odontologia
Lara,759765,86,Direito
Amanda,760928,28,Computacao
Marcos,634044,12,Computacao
Pedro,656387,57,Administracao
Clara,999242,63,Matematica
Amanda,583924,25,Computacao
Ana,909179,55,Computacao
Lucia,113979,81,Matematica
Marcos,255696,11,Matematica
Luis,486711,38,Fisica
Julia,738242,36,Medicina
Pedro,858222,78,Quimica
Clara,596029,96,Quimica
Amanda,261001,53,Matematica
Amanda,799345,89,Medicina
Tiago,121550,81,Engenharia
Flora,683994,12,Computacao
Lucas,388571,66,Computacao
Marcos,577430,62,Engenharia
Joao,611627,49,Administracao
Luisa,951231,39,Computacao
Julia,983106,27,Computacao
Luisa,949259,31,Computacao
Zeca,803951,39,Letras
Luis,794455,72,Computacao
Marcos,278336,67,Medicina
Amanda,206748,62,Engenharia
Luisa,882710,79,Matematica
Jose,192631,63,Direito
Lucia,527975,72,Fisica
Ana,891263,80,Letras
Maria,137971,98,Computacao
Luis,288565,51,Letras
Lucas,666038,91,Matematica
Lucas,741000,49,Engenharia
Clara,401068,51,Computacao
Rodrigo,801269,81,Fisica
Rodrigo,303028,59,Odontologia
Luis,172803,13,Medicina
Luis,719099,29,Odontologia
Lucia,144020,23,Medicina
Luis,761124,18,Letras
Lucas,899119,100,Direito
Julia,650528,68,Letras
Maria,337092,28,Letras
Zeca,160918,82,Medicina
Zeca,663171,99,Direito
Amanda,523081,82,Medicina
Pedro,539510,91,Administracao
Clara,459981,22,Administracao
Rodrigo,255808,25,Administracao
Tiago,142980,57,Engenharia
Marcos,647037,50,Direito
Amanda,871548,66,Fisica
Marcia,138904,60,Medicina
Clara,313657,14,Administracao
Tiago,148255,23,Quimica
Julia,622001,18,Odontologia
Amanda,542903,78,Letras
Celia,688274,26,Matematica
Pedro,878199,29,Engenharia
Amanda,769746,92,Matematica
Rodrigo,721139,24,Administracao
Marcia,930048,90,Fisica
Julia,924000,26,Computacao
Flora,676787,28,Medicina
Clara,474560,32,Computacao
Luis,909683,43,Quimica
Flora,976175,83,Medicina
Jose,346007,37,Odontologia
Marcia,585534,14,Matematica
Zeca,352233,24,Administracao
Celia,858828,70,Medicina
Amanda,419726,66,Letras
Celia,962552,42,Quimica
Marcos,336161,74,Matematica
Luis,558486,42,Administracao
Amanda,709804,77,Medicina
Pedro,708800,94,Matematica
Amanda,275405,26,Fisica
Marcia,365873,10,Matematica
Celia,329722,34,Engenharia
Ana,205324,97,Fisica
Celia,166744,69,Odontologia
Zeca,114412,90,Computacao
Celia,785972,81,Medicina
Clara,508684,93,Computacao
Amanda,314411,100,Matematica
Lucas,728810,26,Medicina
Lucia,701878,91,Engenharia
Jose,645336,97,Odontologia
Lucas,225066,89,Computacao
Tiago,584336,76,Engenharia
Marcia,594563,20,Administracao
Pedro,454013,81,Direito
Ana,551924,82,Engenharia
Luis,518297,97,Letras
Amanda,218518,13,Medicina
Luisa,341952,91,Medicina
Marcia,481198,31,Medicina
Marcos,625783,24,Matematica
Maria,866375,29,Engenharia
Clara,506200,75,Administracao
Rodrigo,223980,89,Medicina
Lucia,985209,21,Engenharia
Tiago,997262,51,Computacao
Lucia,694659,46,Engenharia
Zeca,264283,72,Odontologia
Clara,399137,28,Quimica
Amanda,899940,75,Odontologia
Lucia,819640,85,Direito
Lucia,765694,29,Direito
Lara,533896,32,Matematica
Lara,498280,72,Direito
Lucas,441510,66,Direito
Lucas,241211,68,Quimica
Amanda,985404,10,Matematica
Maria,765599,12,Engenharia
Zeca,896494,67,Fisica
Clara,227669,10,Administracao
Tiago,360570,86,Fisica
Clara,896322,39,Quimica
Lucia,805972,77,Matematica
Marcos,440926,48,Engenharia
Zeca,155487,100,Computacao
Joao,213578,80,Medicina
Luis,645180,57,Direito
Maria,555058,67,Computacao
Marcia,315675,83,Matematica
Ana,180144,53,Computacao
Celia,579051,47,Matematica
Lara,653838,33,Quimica
Julia,908410,64,Computacao
Tiago,257748,88,Quimica
Lara,787824,16,Engenharia
Luis,952034,35,Quimica
Luis,317332,54,Letras
Maria,887283,62,Administracao
Jose,996117,52,Odontologia
Marcos,954253,31,Medicina
Rodrigo,445978,36,Engenharia
Flora,746500,51,Quimica
Joao,260048,77,Engenharia
Tiago,538183,10,Direito
Ana,808757,30,Medicina
Marcos,954070,68,Letras
Tiago,423963,88,Engenharia
Marcia,857934,11,Engenharia
Luisa,731501,99,Direito
Julia,144050,30,Direito
Maria,600039,74,Direito
Flora,449325,45,Matematica
Rodrigo,417803,84,Administracao
Lucia,884538,68,Matematica
Flora,912831,21,Administracao
Joao,818424,12,Letras
Lucas,468256,51,Odontologia
Luis,565701,33,Computacao
Celia,863177,34,Letras
Luis,677985,16,Odontologia
Joao,244698,11,Fisica
Lara,138159,16,Odontologia
Lucas,190589,57,Administracao
Luisa,924230,73,Fisica
Lucia,429165,91,Matematica
Lara,654381,18,Fisica
Rodrigo,552172,18,Odontologia
Marcos,347539,85,Direito
Rodrigo,639532,58,Administracao
Amanda,740706,23,Direito
Amanda,390633,48,Matematica
Pedro,261803,11,Direito
Zeca,414663,21,Medicina
Rodrigo,563738,55,Letras
Rodrigo,650364,26,Direito
Marcia,293142,87,Letras
Luisa,924682,41,Letras
Rodrigo,191248,91,Engenharia
Amanda,723448,46,Matematica
Luisa,443996,38,Matematica
Celia,115334,84,Computacao
Clara,696540,75,Administracao
Rodrigo,545707,80,Medicina
Amanda,779305,59,Letras
Lucas,910262,38,Administracao
Maria,703807,39,Computacao
Luisa,721564,88,Quimica
Pedro,730763,15,Odontologia
Luis,200697,63,Computacao
Marcos,913040,97,Matematica
Celia,991229,79,Fisica
Julia,792918,46,Odontologia
Zeca,556509,54,Medicina
Pedro,930972,41,Matematica
Amanda,493062,37,Computacao
Lucia,259181,15,Quimica
Maria,175373,89,Administracao
Tiago,644189,57,Engenharia
Lucia,111427,24,Fisica
Marcos,151053,46,Fisica
Celia,996907,92,Computacao
Maria,919432,99,Odontologia
Ana,568782,59,Computacao
Lara,138826,38,Matematica
Julia,670652,58,Engenharia
Clara,730582,61,Medicina
Pedro,445140,22,Direito
Joao,984275,20,Medicina
Lara,875376,65,Direito
Julia,585484,93,Matematica
Amanda,397521,44,Administracao
Tiago,409413,40,Computacao
Lara,860712,22,Computacao
Jose,963425,91,Direito
Ana,294401,86,Direito
Zeca,585717,25,Engenharia
Lara,599148,72,Matematica
Ana,977952,92,Fisica
Marcos,139284,88,Matematica
Jose,752002,87,Letras
Amanda,950438,68,Odontologia
Joao,485584,23,Medicina
Rodrigo,814538,55,Direito
Lucia,673407,34,Computacao
Tiago,400068,87,Direito
Lucia,747744,83,Fisica
Maria,489510,87,Engenharia
Clara,775150,52,Direito
Marcos,629882,21,Matematica
Lara,492150,89,Odontologia
Luisa,576298,33,Engenharia
Amanda,702833,61,Administracao
Clara,609579,10,Direito
Luis,649152,19,Engenharia
Zeca,649262,50,Letras
Jose,306079,50,Odontologia
Lara,559517,59,Quimica
Pedro,977715,34,Matematica
Marcia,545950,36,Odontologia
Joao,526362,85,Engenharia
Lucia,439035,45,Letras
Luis,275152,89,Odontologia
Lucas,696003,34,Administracao
Marcia,373737,58,Administracao
Jose,992528,20,Odontologia
Tiago,170800,10,Direito
Ana,646327,64,Computacao
Flora,477276,15,Administracao
Luis,287797,36,Administracao
Flora,930609,73,Matematica
Ana,887152,65,Fisica
Luisa,541909,13,Engenharia
Marcia,181490,95,Quimica
Maria,359950,53,Administracao
Lara,954270,43,Direito
Rodrigo,332939,68,Fisica
Amanda,145931,29,Direito
Rodrigo,286212,29,Letras
Lucas,530728,89,Matematica
Pedro,153783,18,Engenharia
Luisa,389318,42,Odontologia
Flora,831794,68,Engenharia
Tiago,358019,49,Administracao
Julia,244170,24,Odontologia
Maria,378393,86,Direito
Flora,135694,94,Letras
Flora,637717,15,Letras
Clara,363274,86,Quimica
Lara,932064,15,Quimica
Flora,713748,99,Fisica
Zeca,744761,49,Computacao
Pedro,220059,46,Quimica
Flora,190858,58,Engenharia
Marcos,722661,81,Direito
Zeca,965033,92,Odontologia
Luisa,720105,46,Odontologia
Marcia,707824,36,Letras
Lara,962521,85,Direito
Lara,232969,71,Quimica
Rodrigo,992978,20,Letras
Luis,221859,31,Engenharia
Lara,903864,24,Direito
Tiago,755884,32,Direito
Maria,492544,71,Letras
Maria,536845,52,Computacao
Luisa,939430,40,Odontologia
Maria,746460,49,Computacao
Flora,821706,96,Quimica
Celia,862889,56,Fisica
Rodrigo,882400,47,Administracao
Ana,346097,10,Quimica
Lucas,595113,44,Medicina
Flora,946376,95,Matematica
Lucia,229735,37,Matematica
Jose,654901,92,Engenharia
Celia,423431,97,Administracao
Luis,285564,62,Administracao
Joao,402235,80,Direito
Pedro,551921,84,Medicina
Jose,977630,28,Administracao
Jose,900106,47,Odontologia
Jose,896523,68,Matematica
Ana,506000,92,Odontologia
Ana,133587,71,Matematica
Maria,198460,53,Administracao
Marcia,155170,27,Administracao
Ana,548464,29,Letras
Flora,848999,41,Odontologia
Tiago,272346,42,Computacao
Maria,701845,34,Engenharia
Zeca,220467,71,Direito
Lucas,839531,49,Computacao
Julia,245214,24,Computacao
Ana,373504,87,Quimica
Luis,782326,65,Letras
Joao,549627,75,Computacao
Pedro,730106,12,Computacao
Lucas,425993,64,Fisica
Lara,799809,58,Computacao
Jose,897347,57,Direito
Maria,878794,50,Medicina
Pedro,405943,60,Engenharia
Lucas,972080,89,Administracao
Lucas,102149,71,Odontologia
Tiago,631588,61,Quimica
Lucia,294932,79,Engenharia
Ana,463457,30,Matematica
Zeca,548252,84,Fisica
Maria,294031,77,Matematica
Lucia,558096,99,Computacao
Lucia,537666,47,Letras
Maria,200328,97,Administracao
Zeca,431662,46,Letras
Amanda,321899,46,Odontologia
Flora,793391,47,Engenharia
Clara,316762,11,Matematica
Maria,346154,89,Administracao
Marcia,418185,52,Direito
Maria,341853,63,Computacao
Clara,113165,62,Medicina
Julia,987211,21,Quimica
Ana,698327,45,Quimica
Luisa,363968,90,Computacao
Lucia,206753,42,Matematica
Marcia,631360,80,Direito
Lucas,681686,43,Medicina
Flora,883119,95,Letras
Luis,895233,79,Matematica
Maria,800293,27,Letras
Tiago,793583,59,Direito
Tiago,531169,49,Medicina
Lara,104069,76,Administracao
Pedro,885717,95,Administracao
Celia,573258,65,Matematica
Celia,916856,42,Quimica
Maria,112426,54,Computacao
Flora,653170,78,Direito
Marcia,156197,40,Engenharia
Flora,806251,22,Engenharia
Pedro,751403,96,Quimica
Luis,346131,13,Odontologia
Celia,685735,68,Engenharia
Rodrigo,992587,76,Medicina
Marcia,342595,93,Odontologia
Maria,992055,14,Engenharia
Marcos,293694,35,Computacao
Tiago,364824,47,Quimica
Joao,180196,54,Letras
Celia,402423,41,Computacao
Maria,107809,57,Engenharia
Lucia,360289,65,Quimica
Luis,459854,59,Odontologia
Maria,879358,81,Administracao
Lucas,523206,59,Quimica
Ana,925681,95,Medicina
Lucas,996647,22,Administracao
Maria,814571,36,Fisica
Lucas,778204,93,Matematica
Lucas,696673,55,Administracao
Jose,293648,41,Matematica
Pedro,809501,99,Quimica
Zeca,483509,86,Letras
Ana,429631,36,Quimica
Pedro,785187,64,Matematica
Lara,845651,99,Medicina
Ana,726531,24,Odontologia
Joao,484901,100,Odontologia
Flora,823912,94,Computacao
Marcia,270682,42,Administracao
Zeca,788152,21,Direito
Maria,967780,58,Engenharia
Clara,543380,84,Administracao
Rodrigo,427363,46,Fisica
Marcos,943597,59,Computacao
Celia,997291,81,Fisica
Lara,279676,79,Letras
Lucas,169199,18,Quimica
Joao,792010,88,Matematica
Luis,482030,98,Fisica
Amanda,989888,48,Odontologia
Rodrigo,657521,96,Computacao
Lara,819290,77,Medicina
Rodrigo,625352,17,Odontologia
Lucia,502605,26,Quimica
Clara,149997,57,Matematica
Jose,317090,91,Computacao
Ana,646184,91,Medicina
Rodrigo,581601,61,Administracao
Jose,132652,44,Engenharia
Zeca,432776,93,Quimica
Lara,532064,83,Medicina
Lara,603060,43,Matematica
Marcia,719357,99,Matematica
Clara,374084,55,Fisica
Julia,443156,45,Computacao
Clara,227188,13,Matematica
Flora,397883,92,Matematica
Maria,288545,52,Administracao
Maria,573116,92,Engenharia
Clara,839995,67,Quimica
Luisa,546777,31,Administracao
Lucia,475730,49,Quimica
Marcia,549797,67,Medicina
Tiago,699414,78,Matematica
Celia,489536,26,Fisica
Jose,404076,23,Letras
Luis,320779,22,Engenharia
Marcos,282899,45,Engenharia
Pedro,438798,66,Odontologia
Lucia,184954,61,Quimica
Marcos,696615,82,Quimica
Rodrigo,928020,30,Direito
Julia,428443,83,Administracao
Maria,332849,79,Engenharia
Tiago,364444,19,Odontologia
Luis,964106,47,Letras
Flora,999729,92,Letras
Lara,452116,40,Administracao
Maria,205080,10,Odontologia
Marcos,664389,84,Letras
Zeca,727464,22,Quimica
Lara,284175,57,Medicina
Luis,264107,30,Odontologia
Ana,124586,20,Engenharia
Amanda,193426,28,Fisica
Marcos,243694,59,Direito
Luisa,842192,85,Computacao
Marcos,327266,37,Administracao
Jose,363947,25,Computacao
Pedro,210426,93,Fisica
Jose,415586,18,Letras
Julia,633497,85,Quimica
Lucia,676818,49,Fisica
Luisa,418618,35,Administracao
Maria,981606,20,Letras
Joao,446480,18,Computacao
Lucia,842790,76,Administracao
Lucia,359556,82,Letras
Zeca,480331,19,Direito
Amanda,197543,24,Letras
Luisa,518910,86,Odontologia
Jose,639547,11,Medicina
Jose,535878,80,Medicina
Luisa,249531,10,Quimica
Lucas,270387,16,Direito
Rodrigo,552388,35,Engenharia
Amanda,696666,92,Matematica
Marcia,968968,95,Letras
Celia,262550,57,Matematica
Ana,607619,42,Fisica
Lara,334557,88,Engenharia
Pedro,904972,12,Computacao
Lucas,791731,80,Medicina
Jose,180773,76,Administracao
Ana,804243,41,Computacao
Joao,859805,24,Letras
Zeca,454950,32,Administracao
Lucas,290094,100,Matematica
Rodrigo,286613,62,Medicina
Ana,173178,82,Engenharia
Luisa,106040,49,Medicina
Celia,111727,85,Computacao
Luis,751126,61,Engenharia
Lucia,577704,48,Fisica
Jose,560395,17,Matematica
Maria,401875,45,Direito
Ana,964699,35,Medicina
Flora,903057,55,Engenharia
Lucas,796583,24,Engenharia
Luis,301188,11,Letras
Ana,166705,20,Fisica
Lucas,924595,69,Engenharia
Amanda,624247,76,Matematica
Tiago,560298,34,Odontologia
Luis,415880,98,Matematica
Celia,910109,84,Administracao
Flora,818439,76,Administracao
Lucas,424173,57,Direito
Joao,566284,59,Fisica
Tiago,743238,15,Quimica
Lara,108381,46,Administracao
Amanda,100798,24,Letras
Amanda,474727,10,Medicina
Luisa,637301,43,Odontologia
Amanda,547163,61,Direito
Jose,284645,36,Fisica
Amanda,201034,77,Administracao
Joao,302341,11,Fisica
Ana,653022,83,Fisica
Celia,798354,91,Letras
Flora,637985,13,Odontologia
Flora,417281,79,Odontologia
Jose,178889,55,Quimica
Zeca,194183,72,Administracao
Luis,279698,95,Direito
Marcos,522762,62,Direito
Jose,522197,88,Fisica
Joao,346727,79,Medicina
Luisa,977024,56,Computacao
Tiago,592799,16,Quimica
Joao,472644,90,Odontologia
Amanda,293699,27,Direito
Marcos,244397,15,Computacao
Rodrigo,182302,80,Quimica
Ana,510922,80,Odontologia
Lucas,445874,82,Medicina
Lucas,421540,70,Direito
Luis,942137,92,Fisica
Luisa,988803,34,Odontologia
Marcia,717229,100,Computacao
Ana,212929,86,Engenharia
Maria,694794,58,Letras
Tiago,219405,16,Administracao
Clara,725814,23,Fisica
Luisa,464939,59,Medicina
Marcia,936802,64,Fisica
Nome,Matrícula,Ranking,Curso
Amanda,873888,94,Matematica
Ana,440335,73,Quimica
Pedro,831888,23,Odontologia
Flora,179221,19,Engenharia
Celia,620848,36,Direito
Joao,529270,46,Direito
Maria,899777,95,Direito
Amanda,132468,65,Quimica
Clara,381343,27,Odontologia
Jose,523433,12,Computacao
Lucia,142518,39,Direito
Tiago,108030,37,Direito
Ana,721426,62,Computacao
Zeca,127206,11,Quimica
Marcos,683035,56,Letras
Marcos,278865,18,Quimica
Jose,496089,49,Direito
Lucia,401299,87,Engenharia
Julia,137066,82,Quimica
Maria,435182,30,Quimica
Ana,994708,24,Quimica
Celia,107649,28,Odontologia
Ana,600911,17,Computacao
Clara,692749,15,Quimica
Maria,943688,13,Quimica
Ana,151289,93,Quimica
Joao,433060,74,Engenharia
Lara,513593,14,Quimica
Rodrigo,192282,36,Letras
Jose,851802,53,Odontologia
Pedro,633538,90,Quimica
Zeca,323665,58,Quimica
Tiago,252889,76,Letras
Rodrigo,106672,86,Computacao
Zeca,182653,22,Odontologia
Tiago,819127,18,Matematica
Lucas,222991,40,Administracao
Tiago,762224,77,Fisica
Marcos,732484,49,Medicina
Julia,517212,14,Odontologia
Amanda,655453,84,Computacao
Luisa,793297,59,Odontologia
Julia,879154,30,Fisica
Tiago,955152,53,Letras
Luisa,472747,95,Fisica
Marcos,315475,66,Engenharia
Rodrigo,923832,74,Fisica
Ana,294582,14,Administracao
Pedro,354176,49,Direito
Amanda,678842,99,Matematica
Lucas,851931,60,Odontologia
Amanda,899726,54,Quimica
Marcia,264864,77,Computacao
Julia,626289,63,Fisica
Rodrigo,983109,77,Administracao
Lucas,827009,27,Fisica
Maria,532188,33,Letras
Julia,435573,18,Computacao
Rodrigo,813487,39,Quimica
Marcos,286803,29,Odontologia
Joao,760725,53,Engenharia
Luis,300954,87,Computacao
Jose,912971,96,Quimica
Clara,129772,19,Quimica
Luis,522351,20,Odontologia
Jose,584633,57,Medicina
Luisa,881098,81,Engenharia
Jose,741220,50,Computacao
Marcos,682603,12,Medicina
Jose,637958,93,Odontologia
Lucia,407601,59,Administracao
Ana,310990,56,Odontologia
Tiago,345293,46,Matematica
Rodrigo,975857,45,Direito
Luisa,248468,63,Fisica
Maria,200862,55,Odontologia
Joao,352549,66,Direito
Jose,960666,78,Computacao
Maria,102275,67,Letras
Ana,764076,36,Direito
Tiago,287295,66,Fisica
Lucia,833153,70,Quimica
Celia,301702,45,Fisica
Celia,167611,77,Odontologia
Joao,424404,56,Letras
Maria,828277,89,Direito
Clara,761754,90,Fisica
Tiago,997192,18,Fisica
Pedro,910442,13,Administracao
Lucas,748282,58,Fisica
Marcos,681202,62,Fisica
Pedro,205698,42,Letras
Maria,422878,59,Computacao
Zeca,975790,90,Odontologia
Lara,898604,48,Direito
Luisa,813823,16,Administracao
Celia,947373,94,Direito
Clara,186140,53,Administracao
Marcos,604941,92,Letras
Marcos,621026,27,Fisica
Amanda,164107,39,Engenharia
Julia,547275,25,Odontologia
Joao,563891,27,Quimica
Lara,998782,92,Computacao
Julia,192841,99,Quimica
Luisa,301031,84,Quimica
Joao,136991,69,Engenharia
Ana,772468,79,Odontologia
Luisa,287442,12,Administracao
Joao,148755,23,Matematica
Celia,624225,94,Medicina
Julia,464595,74,Medicina
Amanda,906806,46,Quimica
Clara,339198,86,Matematica
Flora,890147,91,Administracao
Lucia,950020,57,Direito
Luisa,896101,63,Direito
Julia,996939,84,Odontologia
Marcia,763139,35,Engenharia
Ana,599594,95,Engenharia
Ana,429911,37,Direito
Maria,933021,42,Odontologia
Marcos,559112,26,Computacao
Flora,493169,20,Letras
Luis,202268,90,Direito
Celia,137807,28,Matematica
Tiago,427650,37,Direito
Marcia,953044,79,Letras
Joao,678554,24,Fisica
Rodrigo,645123,97,Fisica
Zeca,927423,30,Odontologia
Luisa,295464,79,Direito
Lucia,501792,34,Letras
Julia,299862,69,Administracao
Lucia,853154,64,Letras
Ana,423492,70,Letras
Joao,663110,60,Letras
Maria,428830,78,Engenharia
Luis,463910,73,Matematica
Amanda,840834,87,Fisica
Maria,215864,31,Quimica
Rodrigo,258595,52,Odontologia
Amanda,510644,47,Quimica
Ana,697139,22,Medicina
Marcos,117066,30,Direito
Lucas,189634,97,Fisica
Celia,249976,10,Letras
Jose,826964,26,Fisica
Lucas,856007,23,Fisica
Maria,636813,97,Engenharia
Pedro,143577,31,Engenharia
Julia,553928,60,Quimica
Lucia,127702,42,Engenharia
Marcos,408793,44,Letras
Ana,128951,39,Letras
Rodrigo,362280,26,Medicina
Marcos,843416,90,Matematica
Jose,177468,60,Matematica
Clara,166504,21,Administracao
Tiago,853112,87,Quimica
Celia,845444,42,Engenharia
Zeca,756573,63,Direito
Joao,661805,71,Engenharia
Ana,314148,67,Quimica
Rodrigo,484525,41,Administracao
Clara,792452,63,Letras
Flora,442375,23,Fisica
Ana,594802,20,Fisica
Flora,281306,18,Computacao
Amanda,603877,31,Administracao
Ana,685199,24,Matematica
Pedro,722065,66,Odontologia
Julia,746485,97,Matematica
Lara,455136,19,Quimica
Flora,869342,65,Computacao
Julia,485978,53,Computacao
Clara,274126,59,Administracao
Zeca,514846,60,Letras
Tiago,422382,44,Letras
Celia,849892,33,Quimica
Lucas,937165,85,Odontologia
Marcia,284991,85,Odontologia
Jose,759190,61,Administracao
Tiago,687066,34,Odontologia
Julia,128086,69,Quimica
Lucas,740417,30,Direito
Clara,685422,59,Fisica
Lucas,957769,46,Odontologia
Maria,909389,88,Quimica
Julia,626321,44,Direito
Flora,159847,26,Odontologia
Rodrigo,616711,10,Administracao
Zeca,962209,74,Matematica
Pedro,877923,47,Direito
Tiago,680027,62,Engenharia
Luis,459334,39,Medicina
Ana,399897,85,Letras
Joao,533125,53,Medicina
Lucas,502895,55,Fisica
Tiago,207317,89,Direito
Jose,859888,81,Letras
Zeca,335841,96,Fisica
Ana,657613,65,Computacao
Lara,575002,22,Administracao
Rodrigo,948224,11,Engenharia
Ana,405752,89,Quimica
Tiago,317567,18,Computacao
Clara,757619,85,Direito
Amanda,229581,38,Letras
Ana,385051,82,Fisica
Jose,258591,77,Quimica
Lucia,943018,55,Medicina
Maria,829881,36,Engenharia
Marcos,775453,42,Medicina
Tiago,631904,60,Engenharia
Luis,971096,40,Odontologia
Amanda,993393,36,Computacao
Amanda,904958,18,Administracao
Julia,909397,30,Letras
Ana,134691,70,Administracao
Lucia,853604,15,Engenharia
Ana,766974,23,Matematica
Lucas,624750,53,Administracao
Celia,820550,76,Computacao
